Date,Restaurant_Food,Actual_Units_Sold,Predicted_Units_Sold
2023-09-21,R3_Pasta Arrabbiata,49,47.754177
2023-09-22,R3_Pasta Arrabbiata,23,48.69232
2023-09-23,R3_Pasta Arrabbiata,37,45.96352
2023-09-24,R3_Pasta Arrabbiata,55,44.48804
2023-09-25,R3_Pasta Arrabbiata,42,48.120415
2023-09-26,R3_Pasta Arrabbiata,39,42.607853
2023-09-27,R3_Pasta Arrabbiata,45,36.585464
2023-09-28,R3_Pasta Arrabbiata,29,36.212704
2023-09-29,R3_Pasta Arrabbiata,48,35.561516
2023-09-30,R3_Pasta Arrabbiata,34,44.5908
2023-10-01,R3_Pasta Arrabbiata,46,41.994713
2023-10-02,R3_Pasta Arrabbiata,51,36.55857
2023-10-03,R3_Pasta Arrabbiata,49,44.43773
2023-10-04,R3_Pasta Arrabbiata,43,39.432846
2023-10-05,R3_Pasta Arrabbiata,44,38.59869
2023-10-06,R3_Pasta Arrabbiata,46,40.24918
2023-10-07,R3_Pasta Arrabbiata,85,73.35838
2023-10-08,R3_Pasta Arrabbiata,49,53.921013
2023-10-09,R3_Pasta Arrabbiata,45,47.541424
2023-10-10,R3_Pasta Arrabbiata,45,45.935963
2023-10-11,R3_Pasta Arrabbiata,28,44.085808
2023-10-12,R3_Pasta Arrabbiata,29,42.104053
2023-10-13,R3_Pasta Arrabbiata,35,38.380573
2023-10-14,R3_Pasta Arrabbiata,46,43.40125
2023-10-15,R3_Pasta Arrabbiata,71,58.954437
2023-10-16,R3_Pasta Arrabbiata,40,39.54237
2023-10-17,R3_Pasta Arrabbiata,42,37.216
2023-10-18,R3_Pasta Arrabbiata,45,36.541744
2023-10-19,R3_Pasta Arrabbiata,36,39.719887
2023-10-20,R3_Pasta Arrabbiata,40,40.4624
2023-10-21,R3_Pasta Arrabbiata,51,43.464474
2023-10-22,R3_Pasta Arrabbiata,51,48.271084
2023-10-23,R3_Pasta Arrabbiata,41,40.829372
2023-10-24,R3_Pasta Arrabbiata,41,46.139076
2023-10-25,R3_Pasta Arrabbiata,32,39.621902
2023-10-26,R3_Pasta Arrabbiata,29,35.70309
2023-10-27,R3_Pasta Arrabbiata,39,36.328842
2023-10-28,R3_Pasta Arrabbiata,48,40.964493
2023-10-29,R3_Pasta Arrabbiata,54,58.0662
2023-10-30,R3_Pasta Arrabbiata,49,49.903675
2023-10-31,R3_Pasta Arrabbiata,42,37.069817
2023-11-01,R3_Pasta Arrabbiata,47,36.432365
2023-11-02,R3_Pasta Arrabbiata,47,39.48252
2023-11-03,R3_Pasta Arrabbiata,31,41.581577
2023-11-04,R3_Pasta Arrabbiata,42,44.573063
2023-11-05,R3_Pasta Arrabbiata,71,60.281326
2023-11-06,R3_Pasta Arrabbiata,37,42.336643
2023-11-07,R3_Pasta Arrabbiata,38,39.636616
2023-11-08,R3_Pasta Arrabbiata,54,39.546154
2023-11-09,R3_Pasta Arrabbiata,41,40.573402
2023-11-10,R3_Pasta Arrabbiata,23,40.412533
2023-11-11,R3_Pasta Arrabbiata,40,44.82073
2023-11-12,R3_Pasta Arrabbiata,45,42.854973
2023-11-13,R3_Pasta Arrabbiata,43,36.168514
2023-11-14,R3_Pasta Arrabbiata,42,36.46202
2023-11-15,R3_Pasta Arrabbiata,36,35.385876
2023-11-16,R3_Pasta Arrabbiata,39,34.133614
2023-11-17,R3_Pasta Arrabbiata,35,34.746666
2023-11-18,R3_Pasta Arrabbiata,37,47.379837
2023-11-19,R3_Pasta Arrabbiata,65,47.71686
2023-11-20,R3_Pasta Arrabbiata,35,37.138004
2023-11-21,R3_Pasta Arrabbiata,55,36.690098
2023-11-22,R3_Pasta Arrabbiata,35,39.245605
2023-11-23,R3_Pasta Arrabbiata,45,38.353214
2023-11-24,R3_Pasta Arrabbiata,70,59.06034
2023-11-25,R3_Pasta Arrabbiata,40,51.34275
2023-11-26,R3_Pasta Arrabbiata,53,48.75263
2023-11-27,R3_Pasta Arrabbiata,44,49.336445
2023-11-28,R3_Pasta Arrabbiata,47,43.09805
2023-11-29,R3_Pasta Arrabbiata,68,57.948456
2023-11-30,R3_Pasta Arrabbiata,42,48.859135
2023-12-01,R3_Pasta Arrabbiata,46,47.393944
2023-12-02,R3_Pasta Arrabbiata,54,52.3357
2023-12-03,R3_Pasta Arrabbiata,52,56.845734
2023-12-04,R3_Pasta Arrabbiata,63,58.64233
2023-12-05,R3_Pasta Arrabbiata,53,50.494072
2023-12-06,R3_Pasta Arrabbiata,34,52.727707
2023-12-07,R3_Pasta Arrabbiata,46,45.5906
2023-12-08,R3_Pasta Arrabbiata,61,53.859432
2023-12-09,R3_Pasta Arrabbiata,63,57.698975
2023-12-10,R3_Pasta Arrabbiata,50,59.08598
2023-12-11,R3_Pasta Arrabbiata,37,51.348244
2023-12-12,R3_Pasta Arrabbiata,52,45.454865
2023-12-13,R3_Pasta Arrabbiata,84,60.978046
2023-12-14,R3_Pasta Arrabbiata,53,53.167404
2023-12-15,R3_Pasta Arrabbiata,51,62.778267
2023-12-16,R3_Pasta Arrabbiata,41,58.549603
2023-12-17,R3_Pasta Arrabbiata,52,55.538902
2023-12-18,R3_Pasta Arrabbiata,51,51.740345
2023-12-19,R3_Pasta Arrabbiata,48,52.83655
2023-12-20,R3_Pasta Arrabbiata,45,51.30768
2023-12-21,R3_Pasta Arrabbiata,51,46.370087
2023-12-22,R3_Pasta Arrabbiata,43,46.567936
2023-12-23,R3_Pasta Arrabbiata,60,52.42581
2023-12-24,R3_Pasta Arrabbiata,52,58.63312
2023-12-25,R3_Pasta Arrabbiata,55,49.977436
2023-12-26,R3_Pasta Arrabbiata,65,70.94324
2023-12-27,R3_Pasta Arrabbiata,44,52.995472
2023-12-28,R3_Pasta Arrabbiata,59,52.565063
2023-12-29,R3_Pasta Arrabbiata,49,54.537163
2023-12-30,R3_Pasta Arrabbiata,54,61.576267
2023-12-31,R3_Pasta Arrabbiata,45,58.016003
2023-01-01,R3_Pav (bread roll) — Egg / Veg,321,184.31541
2023-01-02,R3_Pav (bread roll) — Egg / Veg,193,214.96768
2023-01-03,R3_Pav (bread roll) — Egg / Veg,219,169.34335
2023-01-04,R3_Pav (bread roll) — Egg / Veg,227,204.69171
2023-01-05,R3_Pav (bread roll) — Egg / Veg,256,266.52026
2023-01-06,R3_Pav (bread roll) — Egg / Veg,253,243.35359
2023-01-07,R3_Pav (bread roll) — Egg / Veg,227,279.35373
2023-01-08,R3_Pav (bread roll) — Egg / Veg,235,240.7944
2023-01-09,R3_Pav (bread roll) — Egg / Veg,352,245.81859
2023-01-10,R3_Pav (bread roll) — Egg / Veg,222,222.41553
2023-01-11,R3_Pav (bread roll) — Egg / Veg,175,193.24225
2023-01-12,R3_Pav (bread roll) — Egg / Veg,254,198.51909
2023-01-13,R3_Pav (bread roll) — Egg / Veg,194,295.7879
2023-01-14,R3_Pav (bread roll) — Egg / Veg,292,332.59814
2023-01-15,R3_Pav (bread roll) — Egg / Veg,256,221.45529
2023-01-16,R3_Pav (bread roll) — Egg / Veg,276,274.40216
2023-01-17,R3_Pav (bread roll) — Egg / Veg,193,277.60657
2023-01-18,R3_Pav (bread roll) — Egg / Veg,201,192.87875
2023-01-19,R3_Pav (bread roll) — Egg / Veg,238,191.64177
2023-01-20,R3_Pav (bread roll) — Egg / Veg,191,194.72943
2023-01-21,R3_Pav (bread roll) — Egg / Veg,212,223.25746
2023-01-22,R3_Pav (bread roll) — Egg / Veg,194,212.81049
2023-01-23,R3_Pav (bread roll) — Egg / Veg,190,193.2376
2023-01-24,R3_Pav (bread roll) — Egg / Veg,245,181.1808
2023-01-25,R3_Pav (bread roll) — Egg / Veg,209,186.62709
2023-01-26,R3_Pav (bread roll) — Egg / Veg,220,214.70407
2023-01-27,R3_Pav (bread roll) — Egg / Veg,175,181.23804
2023-01-28,R3_Pav (bread roll) — Egg / Veg,222,206.97809
2023-01-29,R3_Pav (bread roll) — Egg / Veg,232,209.61496
2023-01-30,R3_Pav (bread roll) — Egg / Veg,190,192.68668
2023-01-31,R3_Pav (bread roll) — Egg / Veg,177,186.41098
2023-02-01,R3_Pav (bread roll) — Egg / Veg,219,185.77895
2023-02-02,R3_Pav (bread roll) — Egg / Veg,169,178.71251
2023-02-03,R3_Pav (bread roll) — Egg / Veg,197,181.87247
2023-02-04,R3_Pav (bread roll) — Egg / Veg,213,208.41861
2023-02-05,R3_Pav (bread roll) — Egg / Veg,248,196.66699
2023-02-06,R3_Pav (bread roll) — Egg / Veg,225,190.54622
2023-02-07,R3_Pav (bread roll) — Egg / Veg,247,212.30037
2023-02-08,R3_Pav (bread roll) — Egg / Veg,262,186.17316
2023-02-09,R3_Pav (bread roll) — Egg / Veg,219,227.36244
2023-02-10,R3_Pav (bread roll) — Egg / Veg,230,183.91084
2023-02-11,R3_Pav (bread roll) — Egg / Veg,285,234.32256
2023-02-12,R3_Pav (bread roll) — Egg / Veg,231,235.6633
2023-02-13,R3_Pav (bread roll) — Egg / Veg,238,211.60948
2023-02-14,R3_Pav (bread roll) — Egg / Veg,227,292.7675
2023-02-15,R3_Pav (bread roll) — Egg / Veg,210,240.6073
2023-02-16,R3_Pav (bread roll) — Egg / Veg,203,197.24266
2023-02-17,R3_Pav (bread roll) — Egg / Veg,223,312.3232
2023-02-18,R3_Pav (bread roll) — Egg / Veg,240,221.80704
2023-02-19,R3_Pav (bread roll) — Egg / Veg,251,235.28455
2023-02-20,R3_Pav (bread roll) — Egg / Veg,264,202.78525
2023-02-21,R3_Pav (bread roll) — Egg / Veg,192,212.51134
2023-02-22,R3_Pav (bread roll) — Egg / Veg,249,354.9906
2023-02-23,R3_Pav (bread roll) — Egg / Veg,197,209.20007
2023-02-24,R3_Pav (bread roll) — Egg / Veg,284,234.73242
2023-02-25,R3_Pav (bread roll) — Egg / Veg,252,235.60149
2023-02-26,R3_Pav (bread roll) — Egg / Veg,207,237.19968
2023-02-27,R3_Pav (bread roll) — Egg / Veg,383,348.43808
2023-02-28,R3_Pav (bread roll) — Egg / Veg,231,251.90417
2023-03-01,R3_Pav (bread roll) — Egg / Veg,222,228.77435
2023-03-02,R3_Pav (bread roll) — Egg / Veg,194,240.10114
2023-03-03,R3_Pav (bread roll) — Egg / Veg,141,237.54762
2023-03-04,R3_Pav (bread roll) — Egg / Veg,210,203.36334
2023-03-05,R3_Pav (bread roll) — Egg / Veg,200,197.47829
2023-03-06,R3_Pav (bread roll) — Egg / Veg,221,175.41588
2023-03-07,R3_Pav (bread roll) — Egg / Veg,138,166.48543
2023-03-08,R3_Pav (bread roll) — Egg / Veg,140,150.8437
2023-03-09,R3_Pav (bread roll) — Egg / Veg,159,144.6579
2023-03-10,R3_Pav (bread roll) — Egg / Veg,172,142.34229
2023-03-11,R3_Pav (bread roll) — Egg / Veg,202,161.58202
2023-03-12,R3_Pav (bread roll) — Egg / Veg,199,155.52623
2023-03-13,R3_Pav (bread roll) — Egg / Veg,173,168.11897
2023-03-14,R3_Pav (bread roll) — Egg / Veg,150,149.71344
2023-03-15,R3_Pav (bread roll) — Egg / Veg,141,135.73857
2023-03-16,R3_Pav (bread roll) — Egg / Veg,217,125.79682
2023-03-17,R3_Pav (bread roll) — Egg / Veg,170,144.5796
2023-03-18,R3_Pav (bread roll) — Egg / Veg,218,164.22615
2023-03-19,R3_Pav (bread roll) — Egg / Veg,205,166.67511
2023-03-20,R3_Pav (bread roll) — Egg / Veg,118,150.10025
2023-03-21,R3_Pav (bread roll) — Egg / Veg,179,158.7162
2023-03-22,R3_Pav (bread roll) — Egg / Veg,203,164.96162
2023-03-23,R3_Pav (bread roll) — Egg / Veg,161,175.21138
2023-03-24,R3_Pav (bread roll) — Egg / Veg,206,179.12105
2023-03-25,R3_Pav (bread roll) — Egg / Veg,220,197.89636
2023-03-26,R3_Pav (bread roll) — Egg / Veg,283,235.99138
2023-03-27,R3_Pav (bread roll) — Egg / Veg,207,194.7282
2023-03-28,R3_Pav (bread roll) — Egg / Veg,180,181.72523
2023-03-29,R3_Pav (bread roll) — Egg / Veg,154,198.17131
2023-03-30,R3_Pav (bread roll) — Egg / Veg,193,169.22815
2023-03-31,R3_Pav (bread roll) — Egg / Veg,172,165.34161
2023-04-01,R3_Pav (bread roll) — Egg / Veg,160,190.3248
2023-04-02,R3_Pav (bread roll) — Egg / Veg,188,186.72481
2023-04-03,R3_Pav (bread roll) — Egg / Veg,170,160.3964
2023-04-04,R3_Pav (bread roll) — Egg / Veg,147,146.45816
2023-04-05,R3_Pav (bread roll) — Egg / Veg,207,140.90219
2023-04-06,R3_Pav (bread roll) — Egg / Veg,208,145.1581
2023-04-07,R3_Pav (bread roll) — Egg / Veg,161,136.08803
2023-04-08,R3_Pav (bread roll) — Egg / Veg,184,163.1926
2023-04-09,R3_Pav (bread roll) — Egg / Veg,197,169.85042
2023-04-10,R3_Pav (bread roll) — Egg / Veg,166,146.26752
2023-04-11,R3_Pav (bread roll) — Egg / Veg,168,150.53029
2023-04-12,R3_Pav (bread roll) — Egg / Veg,231,238.24536
2023-04-13,R3_Pav (bread roll) — Egg / Veg,192,149.27605
2023-04-14,R3_Pav (bread roll) — Egg / Veg,179,156.07193
2023-04-15,R3_Pav (bread roll) — Egg / Veg,195,168.7589
2023-04-16,R3_Pav (bread roll) — Egg / Veg,141,160.86238
2023-04-17,R3_Pav (bread roll) — Egg / Veg,174,157.11589
2023-04-18,R3_Pav (bread roll) — Egg / Veg,157,182.66847
2023-04-19,R3_Pav (bread roll) — Egg / Veg,139,180.86082
2023-04-20,R3_Pav (bread roll) — Egg / Veg,210,141.88142
2023-04-21,R3_Pav (bread roll) — Egg / Veg,175,150.98601
2023-04-22,R3_Pav (bread roll) — Egg / Veg,257,246.124
2023-04-23,R3_Pav (bread roll) — Egg / Veg,229,212.74553
2023-04-24,R3_Pav (bread roll) — Egg / Veg,168,199.89662
2023-04-25,R3_Pav (bread roll) — Egg / Veg,155,236.17577
2023-04-26,R3_Pav (bread roll) — Egg / Veg,201,183.55527
2023-04-27,R3_Pav (bread roll) — Egg / Veg,174,188.96469
2023-04-28,R3_Pav (bread roll) — Egg / Veg,115,155.0104
2023-04-29,R3_Pav (bread roll) — Egg / Veg,188,156.43909
2023-04-30,R3_Pav (bread roll) — Egg / Veg,150,187.34879
2023-05-01,R3_Pav (bread roll) — Egg / Veg,178,146.07887
2023-05-02,R3_Pav (bread roll) — Egg / Veg,159,143.61142
2023-05-03,R3_Pav (bread roll) — Egg / Veg,183,141.09529
2023-05-04,R3_Pav (bread roll) — Egg / Veg,122,136.55159
2023-05-05,R3_Pav (bread roll) — Egg / Veg,155,131.62714
2023-05-06,R3_Pav (bread roll) — Egg / Veg,198,176.47566
2023-05-07,R3_Pav (bread roll) — Egg / Veg,172,148.45694
2023-05-08,R3_Pav (bread roll) — Egg / Veg,159,154.98131
2023-05-09,R3_Pav (bread roll) — Egg / Veg,136,149.5114
2023-05-10,R3_Pav (bread roll) — Egg / Veg,180,136.61111
2023-05-11,R3_Pav (bread roll) — Egg / Veg,162,136.48
2023-05-12,R3_Pav (bread roll) — Egg / Veg,184,132.30382
2023-05-13,R3_Pav (bread roll) — Egg / Veg,238,182.95059
2023-05-14,R3_Pav (bread roll) — Egg / Veg,196,157.34497
2023-05-15,R3_Pav (bread roll) — Egg / Veg,199,193.27184
2023-05-16,R3_Pav (bread roll) — Egg / Veg,169,159.09964
2023-05-17,R3_Pav (bread roll) — Egg / Veg,133,132.47353
2023-05-18,R3_Pav (bread roll) — Egg / Veg,142,145.74823
2023-05-19,R3_Pav (bread roll) — Egg / Veg,210,151.75682
2023-05-20,R3_Pav (bread roll) — Egg / Veg,183,159.44809
2023-05-21,R3_Pav (bread roll) — Egg / Veg,141,164.77972
2023-05-22,R3_Pav (bread roll) — Egg / Veg,212,148.45592
2023-05-23,R3_Pav (bread roll) — Egg / Veg,228,205.43797
2023-05-24,R3_Pav (bread roll) — Egg / Veg,154,163.14308
2023-05-25,R3_Pav (bread roll) — Egg / Veg,188,170.68816
2023-05-26,R3_Pav (bread roll) — Egg / Veg,150,176.74739
2023-05-27,R3_Pav (bread roll) — Egg / Veg,287,232.08083
2023-05-28,R3_Pav (bread roll) — Egg / Veg,232,220.71092
2023-05-29,R3_Pav (bread roll) — Egg / Veg,220,193.40564
2023-05-30,R3_Pav (bread roll) — Egg / Veg,171,172.80124
2023-05-31,R3_Pav (bread roll) — Egg / Veg,205,165.91667
2023-06-01,R3_Pav (bread roll) — Egg / Veg,169,160.9326
2023-06-02,R3_Pav (bread roll) — Egg / Veg,200,173.38455
2023-06-03,R3_Pav (bread roll) — Egg / Veg,217,197.09401
2023-06-04,R3_Pav (bread roll) — Egg / Veg,181,210.49803
2023-06-05,R3_Pav (bread roll) — Egg / Veg,199,179.40128
2023-06-06,R3_Pav (bread roll) — Egg / Veg,205,164.88036
2023-06-07,R3_Pav (bread roll) — Egg / Veg,156,160.30403
2023-06-08,R3_Pav (bread roll) — Egg / Veg,167,150.30795
2023-06-09,R3_Pav (bread roll) — Egg / Veg,177,157.39246
2023-06-10,R3_Pav (bread roll) — Egg / Veg,211,166.74785
2023-06-11,R3_Pav (bread roll) — Egg / Veg,168,162.13141
2023-06-12,R3_Pav (bread roll) — Egg / Veg,146,158.48178
2023-06-13,R3_Pav (bread roll) — Egg / Veg,168,148.82278
2023-06-14,R3_Pav (bread roll) — Egg / Veg,164,139.3401
2023-06-15,R3_Pav (bread roll) — Egg / Veg,158,141.51382
2023-06-16,R3_Pav (bread roll) — Egg / Veg,203,141.60532
2023-06-17,R3_Pav (bread roll) — Egg / Veg,207,160.52408
2023-06-18,R3_Pav (bread roll) — Egg / Veg,203,153.84618
2023-06-19,R3_Pav (bread roll) — Egg / Veg,171,153.45184
2023-06-20,R3_Pav (bread roll) — Egg / Veg,184,161.88239
2023-06-21,R3_Pav (bread roll) — Egg / Veg,168,150.17381
2023-06-22,R3_Pav (bread roll) — Egg / Veg,208,196.38564
2023-06-23,R3_Pav (bread roll) — Egg / Veg,207,194.79958
2023-06-24,R3_Pav (bread roll) — Egg / Veg,231,229.8994
2023-06-25,R3_Pav (bread roll) — Egg / Veg,237,231.85144
2023-06-26,R3_Pav (bread roll) — Egg / Veg,198,195.36981
2023-06-27,R3_Pav (bread roll) — Egg / Veg,207,189.3713
2023-06-28,R3_Pav (bread roll) — Egg / Veg,173,187.85222
2023-06-29,R3_Pav (bread roll) — Egg / Veg,226,209.51445
2023-06-30,R3_Pav (bread roll) — Egg / Veg,178,199.39677
2023-07-01,R3_Pav (bread roll) — Egg / Veg,200,180.81696
2023-07-02,R3_Pav (bread roll) — Egg / Veg,176,172.05928
2023-07-03,R3_Pav (bread roll) — Egg / Veg,160,165.94229
2023-07-04,R3_Pav (bread roll) — Egg / Veg,162,134.3652
2023-07-05,R3_Pav (bread roll) — Egg / Veg,162,137.71646
2023-07-06,R3_Pav (bread roll) — Egg / Veg,162,142.02242
2023-07-07,R3_Pav (bread roll) — Egg / Veg,189,141.56152
2023-07-08,R3_Pav (bread roll) — Egg / Veg,225,192.89511
2023-07-09,R3_Pav (bread roll) — Egg / Veg,216,150.17667
2023-07-10,R3_Pav (bread roll) — Egg / Veg,176,149.91353
2023-07-11,R3_Pav (bread roll) — Egg / Veg,188,147.65784
2023-07-12,R3_Pav (bread roll) — Egg / Veg,150,137.14897
2023-07-13,R3_Pav (bread roll) — Egg / Veg,194,135.50783
2023-07-14,R3_Pav (bread roll) — Egg / Veg,208,184.64436
2023-07-15,R3_Pav (bread roll) — Egg / Veg,231,239.78395
2023-07-16,R3_Pav (bread roll) — Egg / Veg,183,215.4104
2023-07-17,R3_Pav (bread roll) — Egg / Veg,192,182.87462
2023-07-18,R3_Pav (bread roll) — Egg / Veg,182,180.50986
2023-07-19,R3_Pav (bread roll) — Egg / Veg,209,172.61198
2023-07-20,R3_Pav (bread roll) — Egg / Veg,203,177.68575
2023-07-21,R3_Pav (bread roll) — Egg / Veg,158,154.9246
2023-07-22,R3_Pav (bread roll) — Egg / Veg,203,182.14442
2023-07-23,R3_Pav (bread roll) — Egg / Veg,207,173.61742
2023-07-24,R3_Pav (bread roll) — Egg / Veg,206,157.31558
2023-07-25,R3_Pav (bread roll) — Egg / Veg,214,173.77011
2023-07-26,R3_Pav (bread roll) — Egg / Veg,178,153.2153
2023-07-27,R3_Pav (bread roll) — Egg / Veg,189,153.90157
2023-07-28,R3_Pav (bread roll) — Egg / Veg,169,154.63002
2023-07-29,R3_Pav (bread roll) — Egg / Veg,228,179.61182
2023-07-30,R3_Pav (bread roll) — Egg / Veg,197,176.04106
2023-07-31,R3_Pav (bread roll) — Egg / Veg,126,157.25531
2023-08-01,R3_Pav (bread roll) — Egg / Veg,157,145.76529
2023-08-02,R3_Pav (bread roll) — Egg / Veg,128,139.86258
2023-08-03,R3_Pav (bread roll) — Egg / Veg,130,144.5111
2023-08-04,R3_Pav (bread roll) — Egg / Veg,175,128.6068
2023-08-05,R3_Pav (bread roll) — Egg / Veg,293,296.03223
2023-08-06,R3_Pav (bread roll) — Egg / Veg,246,207.43063
2023-08-07,R3_Pav (bread roll) — Egg / Veg,170,164.25952
2023-08-08,R3_Pav (bread roll) — Egg / Veg,202,165.7332
2023-08-09,R3_Pav (bread roll) — Egg / Veg,231,172.93144
2023-08-10,R3_Pav (bread roll) — Egg / Veg,220,173.66957
2023-08-11,R3_Pav (bread roll) — Egg / Veg,188,180.07236
2023-08-12,R3_Pav (bread roll) — Egg / Veg,172,187.5661
2023-08-13,R3_Pav (bread roll) — Egg / Veg,183,185.19002
2023-08-14,R3_Pav (bread roll) — Egg / Veg,175,165.9725
2023-08-15,R3_Pav (bread roll) — Egg / Veg,183,189.03886
2023-08-16,R3_Pav (bread roll) — Egg / Veg,116,150.63576
2023-08-17,R3_Pav (bread roll) — Egg / Veg,174,124.83176
2023-08-18,R3_Pav (bread roll) — Egg / Veg,174,149.92896
2023-08-19,R3_Pav (bread roll) — Egg / Veg,185,151.92531
2023-08-20,R3_Pav (bread roll) — Egg / Veg,210,144.61876
2023-08-21,R3_Pav (bread roll) — Egg / Veg,179,138.53648
2023-08-22,R3_Pav (bread roll) — Egg / Veg,192,163.83693
2023-08-23,R3_Pav (bread roll) — Egg / Veg,174,142.30531
2023-08-24,R3_Pav (bread roll) — Egg / Veg,185,142.32072
2023-08-25,R3_Pav (bread roll) — Egg / Veg,141,144.70285
2023-08-26,R3_Pav (bread roll) — Egg / Veg,212,159.6027
2023-08-27,R3_Pav (bread roll) — Egg / Veg,190,159.22156
2023-08-28,R3_Pav (bread roll) — Egg / Veg,156,152.38208
2023-08-29,R3_Pav (bread roll) — Egg / Veg,161,144.65555
2023-08-30,R3_Pav (bread roll) — Egg / Veg,120,136.60625
2023-08-31,R3_Pav (bread roll) — Egg / Veg,173,127.92241
2023-09-01,R3_Pav (bread roll) — Egg / Veg,197,138.797
2023-09-02,R3_Pav (bread roll) — Egg / Veg,203,154.14716
2023-09-03,R3_Pav (bread roll) — Egg / Veg,206,154.96492
2023-09-04,R3_Pav (bread roll) — Egg / Veg,184,141.91736
2023-09-05,R3_Pav (bread roll) — Egg / Veg,191,174.89157
2023-09-06,R3_Pav (bread roll) — Egg / Veg,161,147.91484
2023-09-07,R3_Pav (bread roll) — Egg / Veg,155,141.54558
2023-09-08,R3_Pav (bread roll) — Egg / Veg,147,137.71658
2023-09-09,R3_Pav (bread roll) — Egg / Veg,214,150.05933
2023-09-10,R3_Pav (bread roll) — Egg / Veg,199,161.5323
2023-09-11,R3_Pav (bread roll) — Egg / Veg,186,145.9103
2023-09-12,R3_Pav (bread roll) — Egg / Veg,145,149.23233
2023-09-13,R3_Pav (bread roll) — Egg / Veg,185,137.92197
2023-09-14,R3_Pav (bread roll) — Egg / Veg,202,142.98825
2023-09-15,R3_Pav (bread roll) — Egg / Veg,181,135.0466
2023-09-16,R3_Pav (bread roll) — Egg / Veg,235,188.35597
2023-09-17,R3_Pav (bread roll) — Egg / Veg,215,174.63979
2023-09-18,R3_Pav (bread roll) — Egg / Veg,213,155.54242
2023-09-19,R3_Pav (bread roll) — Egg / Veg,163,151.52438
2023-09-20,R3_Pav (bread roll) — Egg / Veg,162,152.51414
2023-09-21,R3_Pav (bread roll) — Egg / Veg,168,156.24118
2023-09-22,R3_Pav (bread roll) — Egg / Veg,187,164.59639
2023-09-23,R3_Pav (bread roll) — Egg / Veg,216,181.96674
2023-09-24,R3_Pav (bread roll) — Egg / Veg,153,166.36182
2023-09-25,R3_Pav (bread roll) — Egg / Veg,148,151.03105
2023-09-26,R3_Pav (bread roll) — Egg / Veg,159,138.38332
2023-09-27,R3_Pav (bread roll) — Egg / Veg,156,126.63778
2023-09-28,R3_Pav (bread roll) — Egg / Veg,148,140.0298
2023-09-29,R3_Pav (bread roll) — Egg / Veg,184,130.66522
2023-09-30,R3_Pav (bread roll) — Egg / Veg,205,144.83333
2023-10-01,R3_Pav (bread roll) — Egg / Veg,201,142.74258
2023-10-02,R3_Pav (bread roll) — Egg / Veg,205,148.72855
2023-10-03,R3_Pav (bread roll) — Egg / Veg,151,153.61105
2023-10-04,R3_Pav (bread roll) — Egg / Veg,178,142.32726
2023-10-05,R3_Pav (bread roll) — Egg / Veg,179,151.00116
2023-10-06,R3_Pav (bread roll) — Egg / Veg,134,149.41809
2023-10-07,R3_Pav (bread roll) — Egg / Veg,162,168.34366
2023-10-08,R3_Pav (bread roll) — Egg / Veg,242,188.15092
2023-10-09,R3_Pav (bread roll) — Egg / Veg,166,136.35303
2023-10-10,R3_Pav (bread roll) — Egg / Veg,195,134.85616
2023-10-11,R3_Pav (bread roll) — Egg / Veg,154,146.85283
2023-10-12,R3_Pav (bread roll) — Egg / Veg,193,172.03487
2023-10-13,R3_Pav (bread roll) — Egg / Veg,207,166.86392
2023-10-14,R3_Pav (bread roll) — Egg / Veg,211,152.68343
2023-10-15,R3_Pav (bread roll) — Egg / Veg,238,267.36926
2023-10-16,R3_Pav (bread roll) — Egg / Veg,173,163.91547
2023-10-17,R3_Pav (bread roll) — Egg / Veg,151,175.40108
2023-10-18,R3_Pav (bread roll) — Egg / Veg,225,145.74892
2023-10-19,R3_Pav (bread roll) — Egg / Veg,169,153.73875
2023-10-20,R3_Pav (bread roll) — Egg / Veg,176,169.32225
2023-10-21,R3_Pav (bread roll) — Egg / Veg,165,184.70883
2023-10-22,R3_Pav (bread roll) — Egg / Veg,196,171.66127
2023-10-23,R3_Pav (bread roll) — Egg / Veg,173,151.74529
2023-10-24,R3_Pav (bread roll) — Egg / Veg,199,154.36615
2023-10-25,R3_Pav (bread roll) — Egg / Veg,154,141.53766
2023-10-26,R3_Pav (bread roll) — Egg / Veg,150,140.04814
2023-10-27,R3_Pav (bread roll) — Egg / Veg,193,144.28365
2023-10-28,R3_Pav (bread roll) — Egg / Veg,189,155.48125
2023-10-29,R3_Pav (bread roll) — Egg / Veg,194,189.08167
2023-10-30,R3_Pav (bread roll) — Egg / Veg,196,189.13846
2023-10-31,R3_Pav (bread roll) — Egg / Veg,218,185.91534
2023-11-01,R3_Pav (bread roll) — Egg / Veg,206,162.54483
2023-11-02,R3_Pav (bread roll) — Egg / Veg,163,156.70978
2023-11-03,R3_Pav (bread roll) — Egg / Veg,171,153.46495
2023-11-04,R3_Pav (bread roll) — Egg / Veg,202,192.43906
2023-11-05,R3_Pav (bread roll) — Egg / Veg,169,231.51459
2023-11-06,R3_Pav (bread roll) — Egg / Veg,185,161.50864
2023-11-07,R3_Pav (bread roll) — Egg / Veg,162,152.18388
2023-11-08,R3_Pav (bread roll) — Egg / Veg,216,179.11302
2023-11-09,R3_Pav (bread roll) — Egg / Veg,154,139.55371
2023-11-10,R3_Pav (bread roll) — Egg / Veg,216,178.76662
